name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
Kazenomori;371-1 Yufuin-cho Kawaminami, Yufu-shi, Oita, Japan;33000;53900;1;False;False;False;4.6;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Kazenomori in Yufuin Onsen (Oita) All rooms are secluded accommodations located in a garden. All eight rooms come with open-air baths where you can enjoy fresh hot spring water straight from the source. There are also foot baths that provide a beautiful view of the mountains.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by shuttle bus The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by shuttle bus;33.255524306211;131.357765910848;https://selected-ryokan.com/ryokan/kazenomori_yufuin_oita_kyushu.html
Ryokan Sanga;6961-1 Manganji, Minamioguni-machi, Aso-gun, Kumamoto, Japan;22000;40500;3;True;True;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Kyushu & Okinawa Region', 'Kumamoto', 'Aso-Kurokawa Onsen', 'Oita (Oita Airport)', 'Kumamoto (Kumamoto Airport)'];Book Ryokan Sanga in Kurokawa Onsen (Kumamoto) An elegant inn situated in the mountains surrounded by nature. With three types of private-use hot spring baths. There is also a gender-mixed open-air onsen here.;(1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) (3) One hour 40 minutes by taxi from Oita Airport The required times may slightly vary depending on the time of day. | (1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) | (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) | (3) One hour 40 minutes by taxi from Oita Airport;33.0802941;131.1462954;https://selected-ryokan.com/ryokan/ryokan-sanga_aso-kurokawa_kumamoto_kyushu.html
Jozankei Tsuruga Resort Spa Mori no Uta;3-192 Jozankei Onsen Higashi, Minami-ku, Sapporo-shi, Hokkaido, Japan;19300;59400;1;False;False;False;4.3;['Rooms with private open-air baths', 'Mountain view', 'Hokkaido Region', 'Hokkaido', 'Sapporo Onsen', 'Jozankei Onsen', 'Sapporo (New Chitose Airport)'];Book Jozankei Tsuruga Resort Spa Mori no Uta in Jozankei Onsen (Hokkaido) The view of the mountain from spots such as the private open-air hot spring baths and the guest rooms is magnificent.;(1) 20 minutes by Sapporo Municipal Subway Namboku Line from Sapporo Station to Makomanai Station, then 30 minutes by shuttle bus (Advance booking required) (2) One hour 10 minutes by bus from Sapporo Station to Shiraito no Taki, then 4 minutes on foot (3) One hour 40 minutes by bus from New Chitose Airport to Shiraito no Taki, then 4 minutes on foot The required times may slightly vary depending on the time of day. | (1) 20 minutes by Sapporo Municipal Subway Namboku Line from Sapporo Station to Makomanai Station, then 30 minutes by shuttle bus (Advance booking required) | (2) One hour 10 minutes by bus from Sapporo Station to Shiraito no Taki, then 4 minutes on foot | (3) One hour 40 minutes by bus from New Chitose Airport to Shiraito no Taki, then 4 minutes on foot;42.9665215;141.1678475;https://selected-ryokan.com/ryokan/jozankei-tsuruga-resort-spa-mori-no-uta_sapporo_hokkaido.html
Nishimuraya Hotel Shogetsutei;1016-2 Yushima, Kinosaki-cho, Toyooka-shi, Hyogo, 669-6101 Japan;39600;129200;1;True;False;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Mountain view', 'Osaka Kyoto Kansai Region', 'Hyogo', 'Kinosaki Onsen'];Book Nishimuraya Hotel Shogetsutei in Kinosaki Onsen (Hyogo) This hot spring hotel is located within a fantastically spacious forest garden exceeding 160,000 square meters in size, which shows you the true beauty of Japan.;(1) Two hours 40 minutes by JR Limited Express from Osaka Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) (2) Two hours 30 minutes by JR Limited Express from Kyoto Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Osaka Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) | (2) Two hours 30 minutes by JR Limited Express from Kyoto Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required);35.62581812;134.80670176;https://selected-ryokan.com/ryokan/nishimuraya-hotel-shogetsutei_kinosaki_hyogo_kansai.html
Harumiya Ryokan;72 Suginoshita, Tsuchiyu Onsen Machi, Fukushima-shi, Fukushima, Japan;27500;37400;1;True;True;False;3.9;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Enjoy hot spring in snow', 'Tohoku Region', 'Fukushima', 'Fukushima Onsen', 'Fukushima (Fukushima Airport)'];Book Harumiya Ryokan in Fukushima Tuchiyu Onsen (Fukushima) The ryokan is set along a mountain stream, where all guest rooms come with private open-air baths. The facility includes two private open-air baths and a private indoor hot spring bath. Both dinner and breakfast consist of Japanese cuisine made with local ingredients. Instead of seafood, sashimi features horse meat from Aizu.;(1) One hour 30 minutes by JR Shinkansen from Tokyo Station to Fukushima Station, then 45 minutes by bus to Tuchiyu Onsen and 5-min walk from there (2) 40 minutes by bus from Fukushima Airport to Koriyama Station, then 15 minutes by JR Shinkansen to Fukushima Station and 30-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by JR Shinkansen from Tokyo Station to Fukushima Station, then 45 minutes by bus to Tuchiyu Onsen and 5-min walk from there | (2) 40 minutes by bus from Fukushima Airport to Koriyama Station, then 15 minutes by JR Shinkansen to Fukushima Station and 30-min taxi ride from there;37.682891286762;140.327709550191;https://selected-ryokan.com/ryokan/harumiya-ryokan_tsuchiyu-fukushima-onsen_tohoku.html
La Vista Fuji Kawaguchiko;2395 Kawaguchi, Fujikawaguchiko-machi, Minamitsuru-gun, Yamanashi, Japan;26700;50900;1;False;True;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mt. Fuji view', 'Lake view', 'Tokyo suburbs', 'Yamanashi', 'Mt. Fuji Lake Kawaguchiko Onsen'];Book La Vista Fuji Kawaguchiko in Mt. Fuji Lake Kawaguchi Onsen (Yamanashi) The view of Mount Fuji (Fujisan) next to the lake from the guest rooms or the large open-air public bath is beautiful. With three types of rental hot spring baths for private use.;(1) One hour 45 minutes by bus from Shinjuku Expressway Bus Terminal (Busta Shinjuku) to Kawaguchiko Station, then 12 minutes by shuttle bus from there (Advance booking required) (2) One hour by JR Limited Express from Shinjuku Station to Otsuki Station, then 50 minutes by Fujisan Express to Kawaguchiko Station, and 12-min shuttle bus ride from there (Advance booking required) Book tickets here: Tokyo Station > Kawaguchiko Station Book bus tickets (Return trip) Akihabara Station > Kawaguchiko Station Book bus tickets (Return trip) Narita Airport 1, 2, 3 > Kawaguchiko Station Book bus tickets (Return trip) The required times may slightly vary depending on the time of day. | (1) One hour 45 minutes by bus from Shinjuku Expressway Bus Terminal (Busta Shinjuku) to Kawaguchiko Station, then 12 minutes by shuttle bus from there (Advance booking required) | (2) One hour by JR Limited Express from Shinjuku Station to Otsuki Station, then 50 minutes by Fujisan Express to Kawaguchiko Station, and 12-min shuttle bus ride from there (Advance booking required);35.5264986;138.7698553;https://selected-ryokan.com/ryokan/la-vista-fuji-kawaguchiko_yamanashi_tokyo-suburbs.html
Matsudaya Hotel;3-6-7 Yuda Onsen, Yamaguchi-shi, Yamaguchi, 753-0056 Japan;27900;64200;5;False;True;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Traditional Japanese architecture', 'Japanese garden view', 'Hiroshima Chugoku Region', 'Yamaguchi', 'Yuda Onsen', 'Yamaguchi (Yamaguchi Ube Airport)', 'Hakata (Fukuoka Airport)', 'Kokura (Kitakyushu Airport)'];Book Matsudaya Hotel in Yuda Onsen (Yamaguchi) This bountiful hot spring with an output of two thousand tons of water in one day imparts a wonderfully clean feel with clear and colorless water. With 330 years of history, this ryokan features a Japanese garden. This is an area where the samurai who ushered the country from the Edo era (the era of kimonos and a closed off Japan) to the Meiji era (the birth of modern Japan) gathered.;(1) 30 minutes by bus from Yamaguchi Ube Airport to Shin-Yamaguchi Station, (2) 5 minutes by Fukuoka City Subway from Fukuoka Airport to Hakata Station and 35-min JR Shinkansen ride to Shin-Yamaguchi Station, (3) 35 minutes by bus from Kitakyushu Airport to Kokura Station and 20-min JR Shinkansen ride to Shin-Yamaguchi Station, or (4) two hours by JR Shinkansen from Shin-Osaka Station to Shin-Yamaguchi Station, then 20 minutes by JR Yamaguchi Line to Yuda Onsen Station and 10-min walk from there The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Yamaguchi Ube Airport to Shin-Yamaguchi Station, (2) 5 minutes by Fukuoka City Subway from Fukuoka Airport to Hakata Station and 35-min JR Shinkansen ride to Shin-Yamaguchi Station, (3) 35 minutes by bus from Kitakyushu Airport to Kokura Station and 20-min JR Shinkansen ride to Shin-Yamaguchi Station, or (4) two hours by JR Shinkansen from Shin-Osaka Station to Shin-Yamaguchi Station, then 20 minutes by JR Yamaguchi Line to Yuda Onsen Station and 10-min walk from there;34.165196709412;131.45702365388;https://selected-ryokan.com/ryokan/matsudaya-hotel_yuda_yamaguchi_chugoku.html
Futaritowani En;1341-4 Koshimoda, Izu-shi, Shizuoka, Japan;60200;101000;1;False;False;False;3.7;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Mt. Fuji view', 'Sea view', 'Tokyo suburbs', 'Shizuoka', 'Izu Toi Onsen', 'Shizuoka (Mount Fuji Shizuoka Airport)'];All rooms of Futaritowani En in Toi Onsen (Shizuoka) are luxurious, modern Japanese-style rooms with open-air hot springs and terraces, commanding the view of Mount Fuji across the sea. You can also enjoy the sunset of Suruga Bay and look at the stars at night with your lover on the terrace.;(1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then one hour 5 minutes by bus to Fujimien and 1-min walk from there (2) 55 minutes by JR Shinkansen from Tokyo Station to Mishima Station, then one hour 50 minutes by bus to Fujimien and 1-min walk from there (3) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 10-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then one hour 5 minutes by bus to Fujimien and 1-min walk from there | (2) 55 minutes by JR Shinkansen from Tokyo Station to Mishima Station, then one hour 50 minutes by bus to Fujimien and 1-min walk from there | (3) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 10-min taxi ride from there;34.87623052;138.76279326;https://selected-ryokan.com/ryokan/futaritowani-en_mt-fuji_toi_shizuoka_tokyo-suburbs.html
Dogashima New Ginsui;2977-1 Nishina, Nishiizu-cho, Kamo-gun, Shizuoka, 410-3514 Japan;19800;72600;0;False;False;False;4.0;['Sea view', 'Tokyo suburbs', 'Shizuoka', 'West Izu Onsen', 'Shizuoka (Mount Fuji Shizuoka Airport)'];Book Dogashima New Ginsui in West Izu Onsen (Shizuoka) A hot spring resort where every room lets guest enjoy the expansive ocean of Nishi Izu. All rooms offer a view of the ocean. Ranked as one of the 100 best sunsets in Japan.;(1) Two hours 40 minutes by JR Limited Express from Tokyo Station to Izukyu-Shimoda Station, or (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, one hour 30 minutes by JR Ito Line (Izu Kyuko Line) from Atami Station to Izukyu-Shimoda Station, then one hour by bus to Dogashima and 5-min shuttle bus ride from there (Shuttle service runs from 2 pm to 6 pm every day) (3) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then one hour 20 minutes by bus to Tsubasawa and 1-min walk from there (4) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 30-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Tokyo Station to Izukyu-Shimoda Station, or (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, one hour 30 minutes by JR Ito Line (Izu Kyuko Line) from Atami Station to Izukyu-Shimoda Station, then one hour by bus to Dogashima and 5-min shuttle bus ride from there (Shuttle service runs from 2 pm to 6 pm every day) | (3) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then one hour 20 minutes by bus to Tsubasawa and 1-min walk from there | (4) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 30-min taxi ride from there;34.7900706;138.7628546;https://selected-ryokan.com/ryokan/dogashima-new-ginsui_nishi-izu_shizuoka_tokyo-suburbs.html
Kotohira Grand Hotel Sakuranoshou;977-1 Kotohira-cho, Nakatado-gun, Kagawa, 766-0001 Japan;18700;65700;23;False;False;False;4.5;['Rooms with private open-air baths', 'Shikoku Region', 'Kagawa', 'Konpira Onsen', 'Kagawa (Takamatsu Airport)'];Book Kotohira Grand Hotel Sakuranoshou in Konpira Onsen (Kagawa) With cherry blossoms in the spring, fresh greenery in the summer, and colorful leaves in the autumn, enjoy the ambiance of Kotohiragu with its splendid view of Mt. Zozu.;(1) 50 minutes by bus from Takamatsu Airport to Kotohira Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (2) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then one hour by JR Limited Express to Kotohira Station and 5-min shuttle ride from there (or 15 minutes on foot) The required times may slightly vary depending on the time of day. | (1) 50 minutes by bus from Takamatsu Airport to Kotohira Station, then 5 minutes by shuttle bus (or 15 minutes on foot) | (2) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then one hour by JR Limited Express to Kotohira Station and 5-min shuttle ride from there (or 15 minutes on foot);34.191594;133.8232497;https://selected-ryokan.com/ryokan/kotohira-grand-hotel-sakuranoshou_konpira_kagawa_shikoku.html
Yumenoian Yuyake Koyake;187 Maenosho, Yumasaki-cho, Himeji-shi, Hyogo, Japan;27500;73700;1;False;False;True;4.2;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Mountain view', 'Osaka Kyoto Kansai Region', 'Hyogo', 'Himeji Onsen'];Book Yumenoian Yuyake Koyake in Himeji Onsen (Hyogo) The view of the mountain from spots such as the room and private-use hot spring baths are beautiful. All rooms include open-air hot spring baths. 30 minutes drive to the Himeji Castle, which is a World Heritage site.;;34.85587285;134.76024331;https://selected-ryokan.com/ryokan/yumenoian-yuyake-koyake_himeji_hyogo_kansai.html
Atami Fufu;11-48 Minaguchi-cho, Atami-shi, Shizuoka, Japan;52300;127900;1;False;False;False;4.2;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Tokyo suburbs', 'Shizuoka', 'Atami Onsen', 'Tokyo (Narita/Haneda International Airport)', 'Shizuoka (Mount Fuji Shizuoka Airport)'];Book Atami Fufu in Atami Onsen (Shizuoka) All twenty-six suite rooms come with open-air baths where you can enjoy fresh hot spring water straight from the source.;(1) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, (2) 35 minutes by bus from Haneda Airport to Shin-Yokohama Station, then 30 minutes by JR Shinkansen to Atami Station, or (3) one hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, then 40 minutes by JR Shinkansen to Atami Station, and 10-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, (2) 35 minutes by bus from Haneda Airport to Shin-Yokohama Station, then 30 minutes by JR Shinkansen to Atami Station, or (3) one hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, then 40 minutes by JR Shinkansen to Atami Station, and 10-min shuttle bus ride from there (Advance booking required);35.095791432585;139.066921527994;https://selected-ryokan.com/ryokan/atami-fufu_atami_shizuoka_tokyo-suburbs.html
Fuga-no-yado Chouseikan;4632-8 Sugimura, Agano-shi, Niigata, 959-1935 Japan;16000;55000;1;True;False;False;4.2;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Japanese garden view', 'Tokyo suburbs', 'Niigata', 'Murasugi Onsen'];Book Fuga-no-yado Chouseikan in Murasugi Onsen (Niigata) Enjoy a Japanese garden that emits a seasonal ambiance and one of the leading Japanese radium hot springs in the grand open air bath that is over three thousand square meters large. The ryokan property is home to a 13,000 square meter Japanese garden. Several famous authors have visited this ryokan.;(1) Two hours by JR Shinkansen from Tokyo Station to Niigata Station, then 45 minutes by shuttle bus (Advance booking required) (2) 20 minutes by JR Shinetsu Main Line from Niigata Station to Niitsu Station, 10 minutes by JR Uetsu Main Line from Niitsu Station to Suibara Station, then 25 minutes by bus to Murasugi Onsen and 3-min walk from there The required times may slightly vary depending on the time of day. | (1) Two hours by JR Shinkansen from Tokyo Station to Niigata Station, then 45 minutes by shuttle bus (Advance booking required) | (2) 20 minutes by JR Shinetsu Main Line from Niigata Station to Niitsu Station, 10 minutes by JR Uetsu Main Line from Niitsu Station to Suibara Station, then 25 minutes by bus to Murasugi Onsen and 3-min walk from there;37.800515414123;139.291518563075;https://selected-ryokan.com/ryokan/fuga-no-yado-chouseikan_murasugi_niigata_tokyo-suburbs.html
Suiran, a Luxury Collection Hotel Kyoto, Arashiyama;12 Susukinobaba-cho, Sagatenryuji , Ukyo-ku, Kyoto-shi, Kyoto, Japan;93800;169600;17;True;False;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'River view', 'Osaka Kyoto Kansai Region', 'Kyoto', 'Kyoto Onsen'];Book Suiran, a Luxury Collection Hotel Kyoto in Kyoto Arashiyama Onsen It is a high-class ryokan situated beside the Katsura River. 17 guest rooms out of a total of 39 rooms come with open-air onsen baths. There are also two rental open-air baths for private use, facing a Japanese garden. You can experience a brand-new style of dining, merging the best of Japanese and French cuisines, at the restaurant renovated from an old building with a history of over a century. The ryokans cafe, which offers a fabulous view of Arashiyama, also has a lovey atmosphere.;(1) 15 minutes by JR Sagano Line (Sanin Main Line) from Kyoto Station to Saga-Arashiyama Station, then 15 minutes on foot (2) 35 minutes by Hankyu Kyoto Line from Umeda (Osaka) Station to Katsura Station, then 7 minutes by Hankyu Arashiyama Line to Arashiyama Station and 15-min walk from there The required times may slightly vary depending on the time of day. | (1) 15 minutes by JR Sagano Line (Sanin Main Line) from Kyoto Station to Saga-Arashiyama Station, then 15 minutes on foot | (2) 35 minutes by Hankyu Kyoto Line from Umeda (Osaka) Station to Katsura Station, then 7 minutes by Hankyu Arashiyama Line to Arashiyama Station and 15-min walk from there;35.19035266954;135.63675271144;https://selected-ryokan.com/ryokan/suiran-luxury-collection-hotel-kyoto_kansai.html
Koyokan Bettei Azalee;1-44 Izuriha, Tamase, Takarazuka-shi, Hyogo, Japan;34000;66000;0;False;False;False;3.5;['All rooms have hot spring baths', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Osaka Kyoto Kansai Region', 'Osaka Onsen', 'Hyogo'];Book Koyokan Bettei Azalee in Osaka Takedao Onsen (Hyogo) While located in a valley and surrounded by the nature, this ryokan is easily accessible from Osaka by a 35-minute train ride. All 12 guest rooms are independent houses and have their own semi-open-air baths. You can also enjoy the view of the stream and the mountains from the gender-segregated public open-air baths.;;34.854853751536;135.300552563416;https://selected-ryokan.com/ryokan/takedao-onsen-koyokan-bettei-azalee_osaka_kansai.html
Enraku;347-1, Unazuki, Unazuki-cho, Shimoniikawa-gun, Toyama 938-0282 Japan;42900;110000;1;False;False;False;4.1;['Rooms with private open-air baths', 'Enjoy hot spring in snow', 'River view', 'Mountain view', 'Nagoya Chubu & Hokuriku Region', 'Toyama', 'Unazuki Onsen', 'Kanazawa (Komatsu Airport)', 'Toyama (Toyama Airport)'];Book Enraku in Unazuki Onsen (Toyama) A hot spring with 360 years of history. The open air bath faces a river, and the view of the mountain is beautiful. This long standing inn is perfect for gazing at clear waters, enjoying seasonal flavors, and soaking in luxurious hot spring baths.;(1) 20 minutes by bus from Toyama Airport to Toyama Station, then 10 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required) (2) 45 minutes by bus from Komatsu Airport to Kanazawa Station, then 30 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required) (3) Two hours 20 minutes by JR Shinkansen from Tokyo Station to Kurobe-Unazukionsen Station, then 20 minutes by shuttle bus (Advance booking required) (4) Two hours 50 minutes by JR Limited Express from Osaka Station to Kanazawa Station, then 30 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required) From Kurobe-Unazukionsen Station, you can also go to the ryokan by railway: 30 minutes by Toyama Chiho Railway from Shin-Kurobe Station (near Kurobe-Unazukionsen Station) to Unazuki Onsen Station and 1-min shuttle bus ride from there The required times may slightly vary depending on the time of day. | (1) 20 minutes by bus from Toyama Airport to Toyama Station, then 10 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required) | (2) 45 minutes by bus from Komatsu Airport to Kanazawa Station, then 30 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required) | (3) Two hours 20 minutes by JR Shinkansen from Tokyo Station to Kurobe-Unazukionsen Station, then 20 minutes by shuttle bus (Advance booking required) | (4) Two hours 50 minutes by JR Limited Express from Osaka Station to Kanazawa Station, then 30 minutes by JR Shinkansen to Kurobe-Unazukionsen Station and 20-min shuttle bus ride from there (Advance booking required);36.817409423;137.579969826;https://selected-ryokan.com/ryokan/enraku_unazuki_toyama_nagoya-chubu-hokuriku.html
Kuriya Yasohachi;Ro 62 Sugatani-machi, Yamanaka Onsen, Kaga-shi, Ishikawa, 922-0139 Japan;30100;75100;1;True;False;False;4.1;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Mountain view', 'Nagoya Chubu & Hokuriku Region', 'Ishikawa', 'Kaga Yamashiro-Yamanaka Onsen (Kanazawa)', 'Kanazawa (Komatsu Airport)'];Book Kuriya Yasohachi in Kaga Yamanaka Onsen (Ishikawa) We grow our own rice in our own rice paddies, and delicious Japanese food is our calling card. A reputation for good food from the word-of-mouth advertising of ryokan guests. A cozy rental open-air hot spring bath for private use surrounded by bamboo forest is available.;(1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 25 minutes by shuttle bus (Advance booking required) (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 25-min shuttle bus ride from there (Advance booking required) (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 25 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 25 minutes by shuttle bus (Advance booking required) | (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 25-min shuttle bus ride from there (Advance booking required) | (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 25 minutes by shuttle bus (Advance booking required);36.234126513002;136.367243619807;https://selected-ryokan.com/ryokan/kuriya-yasohachi_kaga-yamashiro-yamanaka_kanazawa_ishikawa_chubu.html
Kasenkyo Izutsuya;1535 Yu, Shinonsen-cho, Mikata-gun, Hyogo 669-9821 Japan;22000;87700;22;True;True;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Osaka Kyoto Kansai Region', 'Hyogo', 'Yumura Onsen', 'Tottori (Tottori Airport)'];Book Kasenkyo Izutsuya in Yumura Onsen (Hyogo) All rooms have hot spring baths and ryokan with a 300 year history. We feature a hot spring referred to as the bath of longevity and food prepared by our master chef, who has appeared on famous television shows. It has served as a setting for NHK television dramas and movies. 35 minutes drive to the Tottori Sand Dunes.;(1) 50 minutes by taxi/car from Tottori Airport (2) Three hours by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Yumura Onsen, then 3 minutes on foot (3) Two hours 5 minutes by JR Limited Express from Kyoto Station to Ebara Station, then 50 minutes by shuttle bus (Advance booking required) (4) Two hours 25 minutes by JR Limited Express from Osaka Station to Ebara Station, then 50 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 50 minutes by taxi/car from Tottori Airport | (2) Three hours by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Yumura Onsen, then 3 minutes on foot | (3) Two hours 5 minutes by JR Limited Express from Kyoto Station to Ebara Station, then 50 minutes by shuttle bus (Advance booking required) | (4) Two hours 25 minutes by JR Limited Express from Osaka Station to Ebara Station, then 50 minutes by shuttle bus (Advance booking required);35.5571983;134.4893254;https://selected-ryokan.com/ryokan/kasenkyo-izutsuya_yumura_hyogo_kansai.html
